issue_d,loan_amnt,int_rate,term,grade,home_ownership,purpose,annual_inc,dti,fico,loan_status
2017-01-01,24941,15.96, 36 months,E,RENT,debt_consolidation,70825.0,21.57,815.0,Fully Paid
2017-01-01,18323,17.26, 36 months,F,MORTGAGE,other,68011.0,12.77,763.0,Fully Paid
2017-01-01,17831,17.92, 36 months,F,OWN,home_improvement,34008.0,9.09,816.0,Fully Paid
2017-01-01,11739,5.0, 36 months,A,MORTGAGE,credit_card,93602.0,13.07,823.0,Fully Paid
2017-01-01,20003,15.1, 36 months,E,RENT,home_improvement,47446.0,5.49,823.0,Fully Paid
2017-01-01,34982,12.8, 36 months,D,OWN,other,72996.0,33.67,812.0,Fully Paid
2017-01-01,7257,5.0, 36 months,A,MORTGAGE,debt_consolidation,86879.0,18.63,747.0,Fully Paid
2017-01-01,7415,12.13, 36 months,C,RENT,debt_consolidation,107746.0,9.88,673.0,Charged Off
2017-01-01,17255,5.0, 36 months,A,MORTGAGE,debt_consolidation,57617.0,21.98,630.0,Fully Paid
2017-01-01,25193,19.42, 36 months,E,OWN,debt_consolidation,63699.0,2.44,615.0,Fully Paid
2017-01-01,24595,5.0, 36 months,B,RENT,debt_consolidation,62252.0,22.06,837.0,Fully Paid
2017-01-01,22926,13.41, 36 months,C,MORTGAGE,small_business,64474.0,16.46,631.0,Fully Paid
2017-01-01,16214,24.13, 60 months,G,MORTGAGE,debt_consolidation,63374.0,6.88,791.0,Fully Paid
2017-01-01,24680,25.38, 36 months,G,RENT,debt_consolidation,118946.0,36.15,726.0,Charged Off
2017-01-01,16686,13.59, 36 months,C,RENT,debt_consolidation,15000.0,17.92,665.0,Fully Paid
2017-01-01,17501,18.07, 36 months,E,OWN,home_improvement,91303.0,20.13,637.0,Fully Paid
2017-02-01,34836,15.77, 36 months,E,MORTGAGE,home_improvement,82423.0,5.51,810.0,Fully Paid
2017-02-01,26850,5.0, 36 months,B,OWN,other,82430.0,12.56,,Fully Paid
2017-02-01,7879,5.0, 36 months,A,MORTGAGE,credit_card,161555.0,24.44,698.0,Fully Paid
2017-02-01,5411,5.0, 36 months,A,RENT,debt_consolidation,,14.14,766.0,Fully Paid
2017-02-01,32470,11.12, 36 months,C,RENT,credit_card,120067.0,18.49,761.0,Fully Paid
2017-02-01,27002,8.58, 36 months,B,MORTGAGE,small_business,118725.0,18.58,624.0,Charged Off
2017-02-01,1320,5.0, 36 months,A,MORTGAGE,small_business,79441.0,18.53,763.0,Fully Paid
2017-02-01,22095,14.31, 36 months,C,RENT,debt_consolidation,99983.0,37.53,606.0,Fully Paid
2017-02-01,30056,21.22, 36 months,F,MORTGAGE,home_improvement,,18.17,613.0,Charged Off
2017-02-01,8400,10.13, 36 months,C,MORTGAGE,debt_consolidation,86621.0,18.13,830.0,Fully Paid
2017-02-01,22064,15.48, 36 months,D,OWN,credit_card,109514.0,23.78,626.0,Fully Paid
2017-02-01,4432,5.0, 36 months,A,RENT,other,104169.0,11.84,817.0,Fully Paid
2017-02-01,21010,5.0, 60 months,A,OWN,debt_consolidation,54522.0,12.1,787.0,Fully Paid
2017-02-01,30483,5.0, 36 months,A,MORTGAGE,debt_consolidation,44290.0,6.72,700.0,Fully Paid
2017-02-01,25658,5.0, 36 months,A,MORTGAGE,debt_consolidation,51465.0,11.14,788.0,Fully Paid
2017-02-01,4664,6.13, 60 months,B,RENT,other,75201.0,0.0,773.0,Fully Paid
2017-02-01,15148,5.0, 60 months,A,RENT,home_improvement,57981.0,32.35,796.0,Fully Paid
2017-02-01,31018,8.61, 36 months,B,OWN,home_improvement,77796.0,15.68,,Fully Paid
2017-02-01,16781,18.63, 36 months,F,RENT,debt_consolidation,92329.0,16.57,842.0,Charged Off
2017-02-01,22651,11.42, 36 months,C,RENT,debt_consolidation,,17.05,709.0,Fully Paid
2017-02-01,2660,5.0, 36 months,A,MORTGAGE,debt_consolidation,84392.0,17.55,718.0,Fully Paid
2017-02-01,12018,15.08, 36 months,D,MORTGAGE,debt_consolidation,119457.0,5.4,681.0,Fully Paid
2017-02-01,15706,14.72, 60 months,D,RENT,credit_card,60501.0,24.06,615.0,Charged Off
2017-02-01,25153,5.0, 60 months,A,MORTGAGE,debt_consolidation,74999.0,2.73,607.0,Fully Paid
2017-02-01,34640,7.89, 36 months,B,MORTGAGE,debt_consolidation,92756.0,16.14,721.0,Charged Off
2017-02-01,5600,8.42, 36 months,B,MORTGAGE,debt_consolidation,122844.0,24.29,615.0,Fully Paid
2017-02-01,1729,5.0, 60 months,A,RENT,debt_consolidation,80629.0,21.98,751.0,Fully Paid
2017-02-01,13664,19.31, 60 months,F,RENT,debt_consolidation,123149.0,17.21,746.0,Charged Off
2017-02-01,4855,5.0, 60 months,B,MORTGAGE,credit_card,74968.0,9.03,841.0,Fully Paid
2017-02-01,11017,7.23, 60 months,B,MORTGAGE,debt_consolidation,121331.0,12.62,656.0,Fully Paid
2017-02-01,27845,6.42, 60 months,B,MORTGAGE,credit_card,80255.0,18.0,747.0,Fully Paid
2017-02-01,24965,5.0, 36 months,A,OWN,debt_consolidation,77726.0,23.61,681.0,Charged Off
2017-02-01,21873,5.0, 36 months,A,OWN,credit_card,53670.0,28.52,703.0,Fully Paid
2017-02-01,33867,14.85, 36 months,E,MORTGAGE,other,46017.0,15.51,849.0,Fully Paid
2017-02-01,4648,8.02, 36 months,B,MORTGAGE,other,40920.0,11.55,672.0,Fully Paid
2017-02-01,1282,15.98, 60 months,D,MORTGAGE,home_improvement,91481.0,12.33,630.0,Fully Paid
2017-02-01,9802,14.28, 36 months,D,RENT,credit_card,43352.0,5.01,771.0,Fully Paid
2017-02-01,20907,5.0, 60 months,A,MORTGAGE,home_improvement,59836.0,10.78,650.0,Fully Paid
2017-02-01,9942,5.0, 36 months,A,MORTGAGE,debt_consolidation,68764.0,0.0,602.0,Fully Paid
2017-02-01,22945,16.21, 36 months,D,RENT,debt_consolidation,61613.0,7.13,645.0,Charged Off
2017-02-01,24350,5.0, 36 months,A,MORTGAGE,debt_consolidation,79823.0,7.82,735.0,Charged Off
2017-02-01,32433,16.14, 36 months,D,MORTGAGE,debt_consolidation,,5.49,604.0,Charged Off
2017-02-01,32754,9.71, 36 months,B,RENT,other,76479.0,13.19,643.0,Fully Paid
2017-02-01,23468,5.0, 36 months,A,MORTGAGE,credit_card,80165.0,11.78,782.0,Fully Paid
2017-02-01,16308,12.84, 36 months,D,RENT,small_business,107684.0,8.73,817.0,Fully Paid
2017-02-01,26903,5.0, 36 months,A,MORTGAGE,credit_card,74964.0,20.79,616.0,Fully Paid
2017-03-01,22804,5.0, 36 months,A,RENT,debt_consolidation,95802.0,6.54,608.0,Charged Off
2017-03-01,20841,5.0, 36 months,A,RENT,debt_consolidation,83811.0,6.7,610.0,Fully Paid
2017-03-01,5692,11.99, 36 months,C,MORTGAGE,home_improvement,,24.5,732.0,Charged Off
2017-03-01,4818,11.83, 36 months,C,RENT,home_improvement,112639.0,18.88,,Fully Paid
2017-03-01,7368,6.85, 36 months,B,MORTGAGE,debt_consolidation,65181.0,8.0,681.0,Fully Paid
2017-03-01,12730,26.41, 36 months,G,MORTGAGE,small_business,80607.0,14.6,720.0,Charged Off
2017-03-01,8772,5.0, 60 months,A,RENT,debt_consolidation,86708.0,3.88,742.0,Fully Paid
2017-03-01,12110,6.42, 36 months,B,RENT,credit_card,,0.0,726.0,Fully Paid
2017-03-01,33393,6.14, 36 months,B,RENT,credit_card,131034.0,1.03,721.0,Fully Paid
2017-03-01,16228,5.0, 36 months,A,OWN,debt_consolidation,79383.0,4.38,627.0,Fully Paid
2017-03-01,19452,5.89, 36 months,B,MORTGAGE,small_business,69826.0,22.02,786.0,Fully Paid
2017-03-01,13091,6.9, 60 months,B,RENT,debt_consolidation,69397.0,6.61,783.0,Fully Paid
2017-03-01,15142,5.0, 36 months,A,OWN,credit_card,15712.0,10.06,841.0,Fully Paid
2017-03-01,21962,24.5, 36 months,G,MORTGAGE,credit_card,91578.0,19.84,765.0,Charged Off
2017-03-01,23854,5.0, 36 months,B,RENT,credit_card,62526.0,13.82,849.0,Fully Paid
2017-03-01,31887,25.3, 36 months,G,MORTGAGE,debt_consolidation,122794.0,5.41,746.0,Fully Paid
2017-03-01,19070,14.09, 36 months,D,RENT,debt_consolidation,,9.84,786.0,Fully Paid
2017-03-01,12389,6.43, 36 months,B,MORTGAGE,debt_consolidation,71821.0,25.59,710.0,Charged Off
2017-03-01,18255,5.56, 36 months,A,RENT,home_improvement,52199.0,13.62,720.0,Fully Paid
2017-03-01,7312,5.0, 60 months,A,MORTGAGE,debt_consolidation,,8.02,773.0,Fully Paid
2017-03-01,29038,18.29, 36 months,E,MORTGAGE,credit_card,93481.0,12.5,668.0,Fully Paid
2017-03-01,2943,5.0, 36 months,A,MORTGAGE,debt_consolidation,105333.0,18.52,830.0,Fully Paid
2017-03-01,17661,5.0, 36 months,A,RENT,debt_consolidation,93208.0,18.03,760.0,Fully Paid
2017-03-01,12519,18.1, 36 months,D,OWN,debt_consolidation,100715.0,8.89,605.0,Fully Paid
2017-03-01,18149,7.91, 36 months,B,OWN,debt_consolidation,123881.0,27.91,722.0,Fully Paid
2017-03-01,25424,13.11, 36 months,D,RENT,home_improvement,93520.0,12.93,799.0,Fully Paid
2017-03-01,27670,13.77, 36 months,C,RENT,credit_card,69617.0,16.51,698.0,Fully Paid
2017-03-01,10551,13.54, 36 months,C,RENT,home_improvement,69955.0,7.26,668.0,Fully Paid
2017-03-01,28460,7.1, 36 months,B,OWN,debt_consolidation,85323.0,14.23,722.0,Fully Paid
2017-03-01,14657,5.0, 36 months,A,RENT,debt_consolidation,15000.0,16.26,776.0,Fully Paid
2017-03-01,5019,12.59, 36 months,C,MORTGAGE,debt_consolidation,43541.0,16.91,653.0,Charged Off
2017-03-01,2055,17.4, 60 months,E,RENT,debt_consolidation,,7.81,661.0,Fully Paid
2017-03-01,31432,8.24, 36 months,B,RENT,debt_consolidation,67367.0,13.71,657.0,Fully Paid
2017-03-01,29207,5.61, 36 months,B,OWN,debt_consolidation,108504.0,11.75,834.0,Fully Paid
2017-03-01,26024,17.35, 36 months,E,OWN,debt_consolidation,69423.0,2.35,709.0,Fully Paid
2017-03-01,16138,17.03, 36 months,E,OWN,other,67880.0,15.16,652.0,Fully Paid
2017-03-01,20545,25.06, 36 months,G,MORTGAGE,debt_consolidation,,29.33,705.0,Charged Off
2017-03-01,31745,12.39, 36 months,D,OWN,credit_card,22801.0,22.62,832.0,Fully Paid
2017-03-01,13257,5.0, 36 months,A,OWN,debt_consolidation,85580.0,6.52,716.0,Fully Paid
2017-03-01,13532,24.77, 36 months,G,MORTGAGE,other,94031.0,2.15,758.0,Fully Paid
2017-03-01,22177,13.18, 36 months,C,RENT,small_business,34975.0,21.83,699.0,Fully Paid
2017-03-01,16629,15.82, 60 months,E,OWN,debt_consolidation,99088.0,13.56,844.0,Fully Paid
2017-03-01,15016,5.8, 60 months,B,MORTGAGE,home_improvement,48648.0,4.97,810.0,Fully Paid
2017-03-01,22384,5.0, 36 months,A,MORTGAGE,debt_consolidation,95524.0,17.68,685.0,Charged Off
2017-03-01,25197,5.0, 36 months,A,RENT,debt_consolidation,111957.0,14.31,754.0,Fully Paid
2017-03-01,9021,18.99, 36 months,F,MORTGAGE,credit_card,100788.0,7.39,811.0,Fully Paid
2017-04-01,21112,6.55, 36 months,B,MORTGAGE,debt_consolidation,,2.38,809.0,Fully Paid
2017-04-01,11092,8.05, 36 months,B,RENT,home_improvement,100213.0,12.02,715.0,Fully Paid
2017-04-01,22632,16.85, 60 months,E,MORTGAGE,debt_consolidation,50035.0,15.32,755.0,Fully Paid
2017-04-01,3543,5.0, 36 months,A,RENT,debt_consolidation,58593.0,0.0,779.0,Fully Paid
2017-04-01,10542,11.26, 36 months,C,RENT,small_business,,3.33,818.0,Fully Paid
2017-04-01,7150,21.95, 60 months,F,RENT,debt_consolidation,111905.0,19.12,618.0,Charged Off
2017-04-01,23382,5.0, 36 months,A,RENT,debt_consolidation,52992.0,32.4,700.0,Fully Paid
2017-04-01,32911,10.74, 36 months,C,MORTGAGE,other,50931.0,6.74,816.0,Fully Paid
2017-04-01,15134,5.0, 36 months,A,MORTGAGE,credit_card,53011.0,21.67,815.0,Fully Paid
2017-04-01,9402,12.88, 36 months,C,OWN,debt_consolidation,48566.0,30.79,713.0,Fully Paid
2017-04-01,24374,9.84, 60 months,C,MORTGAGE,small_business,55009.0,18.89,813.0,Fully Paid
2017-04-01,17658,18.91, 36 months,F,MORTGAGE,home_improvement,83181.0,15.49,794.0,Fully Paid
2017-04-01,16219,15.65, 60 months,E,RENT,debt_consolidation,77815.0,20.05,789.0,Charged Off
2017-04-01,33212,13.85, 36 months,C,RENT,debt_consolidation,62535.0,12.78,654.0,Fully Paid
2017-04-01,34062,19.47, 36 months,F,OWN,debt_consolidation,51657.0,30.27,813.0,Fully Paid
2017-04-01,7211,10.33, 36 months,C,OWN,credit_card,85629.0,17.63,829.0,Fully Paid
2017-04-01,6043,16.3, 36 months,E,MORTGAGE,other,90856.0,18.25,737.0,Fully Paid
2017-04-01,25659,13.63, 60 months,C,OWN,debt_consolidation,54542.0,12.24,728.0,Fully Paid
2017-04-01,29622,6.72, 36 months,B,RENT,other,135708.0,3.56,788.0,Fully Paid
2017-04-01,18909,13.63, 36 months,D,OWN,credit_card,95192.0,6.96,777.0,Fully Paid
2017-04-01,5427,23.71, 36 months,G,RENT,debt_consolidation,56077.0,14.8,727.0,Fully Paid
2017-04-01,2386,5.0, 36 months,A,MORTGAGE,credit_card,86367.0,21.0,625.0,Fully Paid
2017-04-01,8576,5.0, 60 months,A,RENT,small_business,81837.0,19.76,701.0,Fully Paid
2017-04-01,11584,25.5, 36 months,G,OWN,debt_consolidation,70917.0,13.93,656.0,Charged Off
2017-04-01,10737,5.0, 36 months,A,RENT,other,67787.0,7.38,665.0,Fully Paid
2017-04-01,29922,17.88, 36 months,D,RENT,debt_consolidation,,9.54,610.0,Fully Paid
2017-04-01,8515,5.0, 36 months,A,RENT,debt_consolidation,60193.0,28.74,779.0,Fully Paid
2017-04-01,3943,8.19, 36 months,B,MORTGAGE,other,74725.0,25.19,670.0,Fully Paid
2017-04-01,8284,8.36, 60 months,B,RENT,small_business,89752.0,6.79,668.0,Fully Paid
2017-04-01,2547,5.0, 36 months,A,RENT,debt_consolidation,92932.0,10.4,703.0,Fully Paid
2017-04-01,33062,13.5, 36 months,D,RENT,debt_consolidation,69207.0,9.56,728.0,Fully Paid
2017-04-01,29925,10.11, 36 months,C,RENT,other,64316.0,5.45,809.0,Fully Paid
2017-04-01,20760,12.88, 36 months,C,MORTGAGE,credit_card,72917.0,16.83,660.0,Fully Paid
2017-04-01,16908,5.0, 36 months,A,MORTGAGE,debt_consolidation,76555.0,17.87,784.0,Fully Paid
2017-04-01,9432,5.0, 36 months,A,RENT,debt_consolidation,75435.0,14.14,674.0,Fully Paid
2017-04-01,34237,8.09, 36 months,B,OWN,debt_consolidation,76045.0,16.89,719.0,Fully Paid
2017-04-01,1113,11.67, 36 months,C,MORTGAGE,debt_consolidation,66131.0,29.1,681.0,Charged Off
2017-04-01,33783,6.05, 60 months,B,MORTGAGE,debt_consolidation,51785.0,12.44,827.0,Charged Off
2017-04-01,3405,5.0, 60 months,A,RENT,home_improvement,51403.0,11.68,748.0,Fully Paid
2017-05-01,20138,12.95, 60 months,C,MORTGAGE,small_business,72766.0,1.17,603.0,Fully Paid
2017-05-01,15115,13.91, 36 months,D,MORTGAGE,small_business,32670.0,16.58,803.0,Fully Paid
2017-05-01,5999,19.18, 60 months,F,RENT,debt_consolidation,77443.0,20.95,755.0,Charged Off
2017-05-01,2658,23.43, 36 months,G,MORTGAGE,credit_card,51620.0,28.69,809.0,Fully Paid
2017-05-01,13651,12.91, 36 months,C,RENT,other,32625.0,16.27,689.0,Fully Paid
2017-05-01,2851,11.58, 36 months,C,MORTGAGE,debt_consolidation,54203.0,11.5,774.0,Fully Paid
2017-05-01,14892,25.88, 36 months,G,MORTGAGE,other,76958.0,14.72,692.0,Charged Off
2017-05-01,21601,12.85, 60 months,C,RENT,other,109534.0,16.13,799.0,Fully Paid
2017-05-01,5414,8.67, 60 months,B,MORTGAGE,debt_consolidation,15000.0,21.99,623.0,Fully Paid
2017-05-01,26760,7.18, 36 months,B,MORTGAGE,debt_consolidation,42727.0,11.22,720.0,Fully Paid
2017-05-01,25096,8.08, 36 months,B,RENT,debt_consolidation,79197.0,3.74,625.0,Charged Off
2017-05-01,33676,11.72, 36 months,C,RENT,other,96849.0,15.22,751.0,Fully Paid
2017-05-01,14157,13.6, 36 months,C,RENT,credit_card,104169.0,28.21,714.0,Fully Paid
2017-05-01,22492,5.0, 36 months,A,MORTGAGE,debt_consolidation,77557.0,3.08,651.0,Fully Paid
2017-05-01,17902,20.55, 36 months,F,MORTGAGE,other,109462.0,14.54,655.0,Fully Paid
2017-05-01,6928,5.61, 60 months,B,RENT,debt_consolidation,93319.0,13.0,764.0,Fully Paid
2017-05-01,27430,18.94, 60 months,F,MORTGAGE,credit_card,98852.0,28.11,767.0,Fully Paid
2017-05-01,15783,18.71, 36 months,E,MORTGAGE,debt_consolidation,96044.0,11.97,609.0,Charged Off
2017-05-01,16118,16.74, 36 months,E,RENT,debt_consolidation,56039.0,23.71,783.0,Fully Paid
2017-05-01,22609,16.97, 36 months,E,MORTGAGE,other,70931.0,16.08,831.0,Charged Off
2017-05-01,28520,25.1, 60 months,G,RENT,debt_consolidation,80764.0,19.45,735.0,Charged Off
2017-05-01,1030,9.18, 60 months,B,MORTGAGE,debt_consolidation,46700.0,15.31,624.0,Charged Off
2017-05-01,10477,5.0, 36 months,A,RENT,debt_consolidation,93422.0,19.17,627.0,Charged Off
2017-05-01,1563,5.0, 36 months,A,MORTGAGE,credit_card,119167.0,11.36,702.0,Fully Paid
2017-05-01,12239,22.48, 60 months,F,MORTGAGE,small_business,43772.0,19.59,613.0,Charged Off
2017-05-01,30865,13.41, 36 months,D,MORTGAGE,other,100441.0,11.68,826.0,Fully Paid
2017-05-01,17291,16.56, 60 months,E,RENT,credit_card,68725.0,27.17,753.0,Fully Paid
2017-05-01,25251,5.0, 36 months,B,RENT,debt_consolidation,92661.0,15.56,805.0,Fully Paid
2017-05-01,29200,6.52, 36 months,B,RENT,credit_card,66943.0,6.23,782.0,Fully Paid
2017-05-01,8170,18.06, 60 months,F,OWN,debt_consolidation,57517.0,12.59,783.0,Fully Paid
2017-05-01,19493,17.04, 36 months,F,RENT,credit_card,109443.0,19.09,791.0,Fully Paid
2017-05-01,27777,5.0, 36 months,A,OWN,credit_card,55033.0,20.44,837.0,Fully Paid
2017-05-01,13384,14.45, 60 months,D,RENT,debt_consolidation,55095.0,10.65,805.0,Fully Paid
2017-05-01,16636,13.56, 36 months,C,RENT,debt_consolidation,17590.0,14.39,620.0,Fully Paid
2017-05-01,9690,8.35, 36 months,B,MORTGAGE,home_improvement,68750.0,20.15,746.0,Fully Paid
2017-05-01,14997,5.0, 36 months,A,MORTGAGE,debt_consolidation,105236.0,2.46,745.0,Fully Paid
2017-05-01,19032,14.96, 36 months,D,RENT,debt_consolidation,74434.0,21.49,700.0,Fully Paid
2017-06-01,17654,5.0, 36 months,A,RENT,other,,14.43,747.0,Fully Paid
2017-06-01,27943,16.96, 36 months,E,OWN,debt_consolidation,134862.0,19.07,711.0,Fully Paid
2017-06-01,7607,12.71, 36 months,C,MORTGAGE,debt_consolidation,75975.0,0.0,776.0,Fully Paid
2017-06-01,8947,5.0, 36 months,A,RENT,debt_consolidation,17043.0,13.05,841.0,Fully Paid
2017-06-01,31917,16.89, 60 months,E,RENT,debt_consolidation,101161.0,12.9,687.0,Charged Off
2017-06-01,10422,5.0, 36 months,A,OWN,debt_consolidation,54492.0,4.94,630.0,Fully Paid
2017-06-01,23324,5.0, 36 months,A,RENT,debt_consolidation,71051.0,16.36,758.0,Fully Paid
2017-06-01,16304,11.29, 36 months,C,RENT,debt_consolidation,64139.0,12.58,828.0,Fully Paid
2017-06-01,12696,12.82, 36 months,C,RENT,debt_consolidation,66035.0,9.06,744.0,Fully Paid
2017-06-01,26628,19.88, 36 months,F,MORTGAGE,small_business,,11.48,636.0,Charged Off
2017-06-01,32553,14.31, 36 months,D,OWN,small_business,99200.0,1.28,708.0,Fully Paid
2017-06-01,18426,7.12, 60 months,B,RENT,credit_card,41671.0,14.34,786.0,Fully Paid
2017-06-01,18288,10.38, 36 months,C,MORTGAGE,small_business,,15.57,792.0,Fully Paid
2017-06-01,16433,15.67, 36 months,E,MORTGAGE,debt_consolidation,102472.0,19.71,,Charged Off
2017-06-01,4634,10.78, 36 months,C,RENT,other,43011.0,0.0,807.0,Fully Paid
2017-06-01,9399,9.41, 36 months,B,MORTGAGE,small_business,88382.0,4.07,628.0,Fully Paid
2017-06-01,9217,12.22, 60 months,C,RENT,credit_card,77277.0,23.21,756.0,Fully Paid
2017-06-01,34609,8.11, 36 months,B,OWN,debt_consolidation,66792.0,26.83,641.0,Fully Paid
2017-06-01,1286,16.94, 36 months,F,MORTGAGE,debt_consolidation,,9.06,849.0,Fully Paid
2017-06-01,28876,24.42, 36 months,G,,debt_consolidation,102393.0,0.0,714.0,Fully Paid
2017-06-01,27220,5.0, 36 months,A,RENT,debt_consolidation,64311.0,13.72,781.0,Fully Paid
2017-06-01,16694,13.7, 36 months,D,RENT,debt_consolidation,63067.0,18.16,826.0,Fully Paid
2017-06-01,31359,5.0, 36 months,A,MORTGAGE,credit_card,61414.0,23.54,816.0,Fully Paid
2017-06-01,5113,12.92, 36 months,C,MORTGAGE,debt_consolidation,,16.54,713.0,Fully Paid
2017-06-01,9353,10.56, 60 months,C,RENT,home_improvement,64845.0,,741.0,Fully Paid
2017-06-01,24710,14.72, 36 months,D,RENT,debt_consolidation,36442.0,26.46,722.0,Fully Paid
2017-06-01,17344,5.0, 36 months,A,MORTGAGE,debt_consolidation,119074.0,0.0,709.0,Fully Paid
2017-06-01,6215,15.52, 60 months,D,OWN,debt_consolidation,69054.0,20.72,673.0,Charged Off
2017-06-01,32135,13.4, 36 months,D,RENT,debt_consolidation,52979.0,25.9,792.0,Fully Paid
2017-06-01,20794,16.04, 60 months,E,MORTGAGE,credit_card,75327.0,20.66,724.0,Fully Paid
2017-06-01,33905,5.0, 36 months,A,,debt_consolidation,78004.0,22.54,805.0,Fully Paid
2017-06-01,33525,10.18, 36 months,C,MORTGAGE,credit_card,84340.0,9.9,831.0,Fully Paid
2017-06-01,8242,13.87, 36 months,D,MORTGAGE,credit_card,93284.0,16.16,787.0,Charged Off
2017-06-01,3842,15.67, 36 months,E,OWN,debt_consolidation,97120.0,7.8,792.0,Charged Off
2017-06-01,31562,13.32, 36 months,D,RENT,small_business,124329.0,15.68,790.0,Fully Paid
2017-06-01,6493,5.0, 36 months,A,RENT,debt_consolidation,122097.0,27.98,789.0,Fully Paid
2017-06-01,9994,17.53, 60 months,E,RENT,other,82481.0,5.94,646.0,Fully Paid
2017-06-01,26686,10.59, 36 months,C,RENT,debt_consolidation,73388.0,21.52,837.0,Fully Paid
2017-06-01,17646,6.83, 36 months,B,OWN,home_improvement,87548.0,1.51,800.0,Fully Paid
2017-06-01,31144,18.19, 36 months,E,RENT,debt_consolidation,78820.0,18.49,723.0,Charged Off
2017-07-01,11889,16.79, 36 months,E,RENT,small_business,89960.0,12.12,719.0,Fully Paid
2017-07-01,26294,17.32, 60 months,E,RENT,credit_card,96741.0,11.06,644.0,Charged Off
2017-07-01,34247,11.49, 36 months,C,RENT,debt_consolidation,66973.0,18.24,647.0,Fully Paid
2017-07-01,28919,6.25, 36 months,B,RENT,credit_card,44365.0,24.68,778.0,Fully Paid
2017-07-01,1331,6.79, 36 months,B,MORTGAGE,debt_consolidation,86962.0,5.66,,Fully Paid
2017-07-01,3802,23.22, 36 months,G,MORTGAGE,other,88688.0,21.84,834.0,Charged Off
2017-07-01,24526,11.12, 36 months,C,RENT,small_business,89279.0,18.01,786.0,Fully Paid
2017-07-01,29852,5.0, 60 months,B,RENT,debt_consolidation,45289.0,12.66,830.0,Fully Paid
2017-07-01,2381,17.09, 36 months,E,OWN,small_business,77071.0,29.28,741.0,Charged Off
2017-07-01,30873,6.33, 36 months,B,RENT,debt_consolidation,101734.0,19.77,839.0,Fully Paid
2017-07-01,26892,5.0, 60 months,A,MORTGAGE,debt_consolidation,68336.0,11.98,751.0,Fully Paid
2017-07-01,30794,11.76, 36 months,D,RENT,debt_consolidation,98621.0,21.41,838.0,Fully Paid
2017-07-01,10762,16.72, 60 months,D,OWN,debt_consolidation,98746.0,16.26,696.0,Fully Paid
2017-07-01,13760,7.12, 36 months,B,OWN,debt_consolidation,101590.0,15.0,682.0,Fully Paid
2017-07-01,16746,7.82, 60 months,B,OWN,credit_card,23550.0,18.02,701.0,Fully Paid
2017-07-01,16981,17.2, 36 months,D,MORTGAGE,debt_consolidation,27856.0,11.31,625.0,Fully Paid
2017-07-01,16311,15.15, 36 months,D,RENT,home_improvement,83326.0,13.08,728.0,Fully Paid
2017-07-01,6628,5.57, 36 months,B,OWN,debt_consolidation,64788.0,7.0,798.0,Fully Paid
2017-07-01,13815,19.75, 36 months,F,MORTGAGE,debt_consolidation,54623.0,3.92,711.0,Fully Paid
2017-07-01,20578,5.0, 36 months,A,MORTGAGE,credit_card,95493.0,18.43,619.0,Fully Paid
2017-07-01,19733,5.0, 60 months,A,MORTGAGE,credit_card,76792.0,7.72,822.0,Fully Paid
2017-07-01,27763,13.83, 36 months,C,OWN,debt_consolidation,95873.0,16.89,617.0,Charged Off
2017-07-01,29472,12.49, 60 months,C,RENT,other,63579.0,20.63,765.0,Fully Paid
2017-07-01,32169,5.0, 36 months,B,RENT,credit_card,89644.0,11.36,833.0,Fully Paid
2017-07-01,15411,23.11, 36 months,G,RENT,debt_consolidation,74646.0,22.56,818.0,Fully Paid
2017-07-01,7148,17.93, 36 months,F,MORTGAGE,debt_consolidation,96573.0,0.0,795.0,Fully Paid
2017-07-01,6840,17.54, 36 months,E,OWN,credit_card,89099.0,16.4,656.0,Fully Paid
2017-07-01,8447,8.02, 36 months,B,OWN,credit_card,98998.0,11.89,616.0,Fully Paid
2017-07-01,3859,14.86, 36 months,C,RENT,debt_consolidation,42745.0,10.4,631.0,Fully Paid
2017-07-01,8464,5.0, 36 months,A,MORTGAGE,small_business,96204.0,21.57,685.0,Fully Paid
2017-07-01,8910,7.62, 36 months,B,MORTGAGE,credit_card,70301.0,17.35,691.0,Fully Paid
2017-07-01,3908,7.13, 36 months,B,RENT,debt_consolidation,57409.0,13.54,682.0,Fully Paid
2017-07-01,5127,5.0, 36 months,A,OWN,debt_consolidation,56640.0,20.86,671.0,Charged Off
2017-07-01,11216,11.81, 36 months,C,MORTGAGE,home_improvement,32418.0,12.45,739.0,Fully Paid
2017-07-01,24180,5.0, 36 months,A,MORTGAGE,debt_consolidation,85096.0,30.15,764.0,Fully Paid
2017-07-01,25796,7.43, 36 months,B,MORTGAGE,credit_card,56223.0,15.46,642.0,Fully Paid
2017-07-01,26598,5.0, 36 months,A,OWN,small_business,64439.0,12.03,827.0,Fully Paid
2017-07-01,9827,10.28, 36 months,C,MORTGAGE,debt_consolidation,63601.0,19.79,807.0,Fully Paid
2017-07-01,14639,5.0, 36 months,A,RENT,home_improvement,93144.0,16.51,629.0,Fully Paid
2017-07-01,7823,5.0, 36 months,A,RENT,debt_consolidation,108918.0,2.74,847.0,Fully Paid
2017-07-01,17292,5.0, 36 months,A,RENT,debt_consolidation,56816.0,23.73,620.0,Fully Paid
2017-07-01,13608,5.0, 36 months,A,OWN,small_business,38639.0,8.82,828.0,Fully Paid
